datetime_1h,sent_btc_vader,count_btc,sent_tech_vader,count_tech,sent_macro_vader,count_macro,sent_total_vader,count_total,sent_weighted_vader,btc_count,btc_pct_positive,btc_pct_negative,btc_pct_neutral,tech_count,tech_pct_positive,tech_pct_negative,tech_pct_neutral,macro_count,macro_pct_positive,macro_pct_negative,macro_pct_neutral,pct_positive_total,pct_negative_total,pct_neutral_total
2025-06-05 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.04880000000000001,2.0,-0.01626666666666667,2.0,-0.04879999975600001,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,50.0,50.0,0.0,49.99999975,49.99999975,4.999999987376214e-07
2025-06-05 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-06-09 17:00:00+00:00,0.0,0.0,0.0,0.0,-0.3182,1.0,-0.10606666666666666,1.0,-0.31819999681800004,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-10 14:00:00+00:00,0.0,0.0,0.0,0.0,-0.0258,1.0,-0.0086,1.0,-0.025799999742000004,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-06-10 17:00:00+00:00,0.0,0.0,0.0,0.0,-0.5267,1.0,-0.17556666666666665,1.0,-0.526699994733,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-11 20:00:00+00:00,0.0,0.0,0.0,0.0,-0.0772,1.0,-0.025733333333333334,1.0,-0.07719999922800001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-12 09:00:00+00:00,0.0,0.0,0.0,0.0,0.2267,2.0,0.07556666666666667,2.0,0.22669999886650002,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,100.0,0.0,0.0,99.9999995,0.0,4.999999987376214e-07
2025-06-13 17:00:00+00:00,0.0,0.0,0.0,0.0,-0.5994,1.0,-0.1998,1.0,-0.5993999940060002,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-15 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-06-16 15:00:00+00:00,0.0,0.0,0.0,0.0,-0.6908,1.0,-0.23026666666666665,1.0,-0.6907999930920001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-18 18:00:00+00:00,0.0,0.0,0.0,0.0,-0.3612,1.0,-0.12040000000000001,1.0,-0.3611999963880001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-19 10:00:00+00:00,0.0,0.0,0.0,0.0,0.06796666666666668,3.0,0.022655555555555557,3.0,0.06796666644011112,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,33.33333333333333,33.33333333333333,33.33333333333333,33.333333222222215,33.333333222222215,33.33333355555556
2025-06-22 15:00:00+00:00,0.0,0.0,0.0,0.0,-0.1531,1.0,-0.05103333333333334,1.0,-0.15309999846900005,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-06-25 18:00:00+00:00,0.0,0.0,0.0,0.0,0.6249,1.0,0.2083,1.0,0.6248999937510001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-06-26 08:00:00+00:00,0.0,0.0,0.0,0.0,-0.1148,3.0,-0.038266666666666664,3.0,-0.11479999961733334,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,33.33333333333333,66.66666666666666,0.0,33.333333222222215,66.66666644444443,3.333333467026023e-07
2025-06-29 14:00:00+00:00,0.0,0.0,0.0,0.0,0.4019,1.0,0.13396666666666665,1.0,0.40189999598100007,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-06-30 16:00:00+00:00,0.0,0.0,0.0,0.0,-0.9062,1.0,-0.30206666666666665,1.0,-0.9061999909380002,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-07-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.6908,1.0,0.23026666666666665,1.0,0.6907999930920001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-07-02 18:00:00+00:00,0.0,0.0,0.0,0.0,-0.2263,1.0,-0.07543333333333334,1.0,-0.22629999773700005,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-07-03 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.3495,3.0,-0.11649999999999999,3.0,-0.349499998835,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,33.33333333333333,66.66666666666666,0.0,33.333333222222215,66.66666644444443,3.333333467026023e-07
2025-07-06 10:00:00+00:00,0.0,0.0,0.0,0.0,-0.2073,2.0,-0.06910000000000001,2.0,-0.20729999896350002,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,50.0,50.0,0.0,49.99999975,50.00000025
2025-07-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.7184,1.0,0.2394666666666667,1.0,0.7183999928160002,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-07-08 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0772,1.0,0.025733333333333334,1.0,0.07719999922800001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-07-09 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-07-10 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.13373333333333334,3.0,-0.04457777777777778,3.0,-0.13373333288755557,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,66.66666666666666,33.33333333333333,0.0,66.66666644444443,33.33333355555557
2025-07-15 16:00:00+00:00,0.0,0.0,0.0,0.0,-0.8074,1.0,-0.26913333333333334,1.0,-0.8073999919260001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
