published_at,sentiment_mean_BTC,sentiment_mean_MACRO,sentiment_mean_TECH,sentiment_count_BTC,sentiment_count_MACRO,sentiment_count_TECH,sentiment_std_BTC,sentiment_std_MACRO,sentiment_std_TECH,sentiment_total,total_count,sentiment_mean_BTC_roll_mean,sentiment_mean_BTC_roll_std,sentiment_mean_MACRO_roll_mean,sentiment_mean_MACRO_roll_std,sentiment_mean_TECH_roll_mean,sentiment_mean_TECH_roll_std,sentiment_total_roll_mean,sentiment_total_roll_std,sentiment_mean_BTC_lag1,sentiment_mean_MACRO_lag1,sentiment_mean_TECH_lag1,sentiment_total_lag1,sentiment_mean_BTC_shock,sentiment_mean_MACRO_shock,sentiment_mean_TECH_shock,sentiment_total_shock,div_btc_macro
2020-07-16 00:00:00+00:00,0.030795553745942953,0.0,0.0,17.0,0.0,0.0,0.49233338549841865,0.0,0.0,0.030795553745942953,17,0.23876393335000023,0.20076637457228702,0.0,0.0,0.0,0.0,0.23876393335000023,0.20076637457228702,0.318006950638511,0.0,0.0,0.318006950638511,0,0,0,0,0.030795553745942953
2020-07-17 00:00:00+00:00,0.2062618134943644,0.0,0.0,15.0,0.0,0.0,0.40260985740017924,0.0,0.0,0.2062618134943644,15,0.28090654904704354,0.1433007785902429,0.0,0.0,0.0,0.0,0.28090654904704354,0.1433007785902429,0.030795553745942953,0.0,0.0,0.030795553745942953,0,0,0,0,0.2062618134943644
2020-07-18 00:00:00+00:00,0.2233034076293309,0.0,0.0,12.0,0.0,0.0,0.35045182872165287,0.0,0.0,0.2233034076293309,12,0.24315871668246164,0.1109488286926082,0.0,0.0,0.0,0.0,0.24315871668246164,0.1109488286926082,0.2062618134943644,0.0,0.0,0.2062618134943644,0,0,0,0,0.2233034076293309
2020-07-19 00:00:00+00:00,0.11436246379784173,0.0,0.0,14.0,0.0,0.0,0.5261714443547784,0.0,0.0,0.11436246379784173,14,0.21921352561848342,0.11897179364283521,0.0,0.0,0.0,0.0,0.21921352561848342,0.11897179364283521,0.2233034076293309,0.0,0.0,0.2233034076293309,0,0,0,0,0.11436246379784173
2020-07-20 00:00:00+00:00,0.3488361489636557,0.0,0.0,7.0,0.0,0.0,0.26439537406233105,0.0,0.0,0.3488361489636557,7,0.21427809647808108,0.11150877878413856,0.0,0.0,0.0,0.0,0.21427809647808108,0.11150877878413856,0.11436246379784173,0.0,0.0,0.11436246379784173,0,0,0,0,0.3488361489636557
2020-07-21 00:00:00+00:00,0.09154166064912622,0.0,0.0,11.0,0.0,0.0,0.46062643731992936,0.0,0.0,0.09154166064912622,11,0.19044399984553897,0.11814399575215508,0.0,0.0,0.0,0.0,0.19044399984553897,0.11814399575215508,0.3488361489636557,0.0,0.0,0.3488361489636557,0,0,0,0,0.09154166064912622
2020-07-22 00:00:00+00:00,0.2305030921587577,0.0,0.0,13.0,0.0,0.0,0.5075764805916714,0.0,0.0,0.2305030921587577,13,0.17794344863414566,0.10644764001731832,0.0,0.0,0.0,0.0,0.17794344863414566,0.10644764001731832,0.09154166064912622,0.0,0.0,0.09154166064912622,0,0,0,0,0.2305030921587577
2020-07-23 00:00:00+00:00,0.22106728539705273,0.0,0.0,10.0,0.0,0.0,0.4763527266703371,0.0,0.0,0.22106728539705273,10,0.2051251245843042,0.08467768120589966,0.0,0.0,0.0,0.0,0.2051251245843042,0.08467768120589966,0.2305030921587577,0.0,0.0,0.2305030921587577,0,0,0,0,0.22106728539705273
2020-07-24 00:00:00+00:00,0.30252448736599513,0.0,0.0,7.0,0.0,0.0,0.4726518997569519,0.0,0.0,0.30252448736599513,7,0.21887693513739429,0.09236108119822661,0.0,0.0,0.0,0.0,0.21887693513739429,0.09236108119822661,0.22106728539705273,0.0,0.0,0.22106728539705273,0,0,0,0,0.30252448736599513
2020-07-25 00:00:00+00:00,0.2776087181766828,0.0,0.0,12.0,0.0,0.0,0.3649196481266242,0.0,0.0,0.2776087181766828,12,0.22663483664415887,0.09503679055183842,0.0,0.0,0.0,0.0,0.22663483664415887,0.09503679055183842,0.30252448736599513,0.0,0.0,0.30252448736599513,0,0,0,0,0.2776087181766828
2020-07-26 00:00:00+00:00,0.22005314734935758,0.0,0.0,5.0,0.0,0.0,0.6059727119667461,0.0,0.0,0.22005314734935758,5,0.24173350572294683,0.08168475339594658,0.0,0.0,0.0,0.0,0.24173350572294683,0.08168475339594658,0.2776087181766828,0.0,0.0,0.2776087181766828,0,0,0,0,0.22005314734935758
2020-07-27 00:00:00+00:00,0.261002165777033,0.0,0.0,11.0,0.0,0.0,0.37391801456016555,0.0,0.0,0.261002165777033,11,0.22918579383914356,0.06810847130453065,0.0,0.0,0.0,0.0,0.22918579383914356,0.06810847130453065,0.22005314734935758,0.0,0.0,0.22005314734935758,0,0,0,0,0.261002165777033
2020-07-28 00:00:00+00:00,0.2996448044845036,0.0,0.0,14.0,0.0,0.0,0.3516649273332308,0.0,0.0,0.2996448044845036,14,0.25891481438705466,0.03574083873518111,0.0,0.0,0.0,0.0,0.25891481438705466,0.03574083873518111,0.261002165777033,0.0,0.0,0.261002165777033,0,0,0,0,0.2996448044845036
2020-07-29 00:00:00+00:00,0.23605703481733795,0.0,0.0,16.0,0.0,0.0,0.37768212975885934,0.0,0.0,0.23605703481733795,16,0.25970823476685184,0.035060164566431726,0.0,0.0,0.0,0.0,0.25970823476685184,0.035060164566431726,0.2996448044845036,0.0,0.0,0.2996448044845036,0,0,0,0,0.23605703481733795
2020-07-30 00:00:00+00:00,0.2152156728108724,0.0,0.0,18.0,0.0,0.0,0.4933616525165405,0.0,0.0,0.2152156728108724,18,0.2588722901116832,0.0361867017781703,0.0,0.0,0.0,0.0,0.2588722901116832,0.0361867017781703,0.23605703481733795,0.0,0.0,0.23605703481733795,0,0,0,0,0.2152156728108724
2020-07-31 00:00:00+00:00,0.321716565862298,0.0,0.0,8.0,0.0,0.0,0.3018976570738396,0.0,0.0,0.321716565862298,8,0.26161401561115505,0.040513647025790744,0.0,0.0,0.0,0.0,0.26161401561115505,0.040513647025790744,0.2152156728108724,0.0,0.0,0.2152156728108724,0,0,0,0,0.321716565862298
2020-08-01 00:00:00+00:00,0.31366419386646965,0.0,0.0,11.0,0.0,0.0,0.315495291940705,0.0,0.0,0.31366419386646965,11,0.2667647978525532,0.04493664097805634,0.0,0.0,0.0,0.0,0.2667647978525532,0.04493664097805634,0.321716565862298,0.0,0.0,0.321716565862298,0,0,0,0,0.31366419386646965
2020-08-02 00:00:00+00:00,0.30127441245913505,0.0,0.0,8.0,0.0,0.0,0.4028394569045037,0.0,0.0,0.30127441245913505,8,0.27836783572537854,0.04119533146437627,0.0,0.0,0.0,0.0,0.27836783572537854,0.04119533146437627,0.31366419386646965,0.0,0.0,0.31366419386646965,0,0,0,0,0.30127441245913505
2020-08-03 00:00:00+00:00,0.22790954107804728,0.0,0.0,11.0,0.0,0.0,0.4528665447156029,0.0,0.0,0.22790954107804728,11,0.2736403179112377,0.04522233784303923,0.0,0.0,0.0,0.0,0.2736403179112377,0.04522233784303923,0.30127441245913505,0.0,0.0,0.30127441245913505,0,0,0,0,0.22790954107804728
2020-08-04 00:00:00+00:00,0.10593889469504357,0.0,0.0,12.0,0.0,0.0,0.43856453405385126,0.0,0.0,0.10593889469504357,12,0.24596804508417197,0.07567211098199567,0.0,0.0,0.0,0.0,0.24596804508417197,0.07567211098199567,0.22790954107804728,0.0,0.0,0.22790954107804728,0,0,0,0,0.10593889469504357
